Datetime,neutrons,muons,gamma,integration_time(s),V_in(Volt),temperature_in(C),temperature_ext(C),ur(%),pressure(hPa)
2023-12-08 06:00:00,1759,7463,,3608,11.4,0.9,-1.3,91.7,998.3
2023-12-08 07:00:00,1708,7943,,3608,11.4,1,-1.5,91.7,997.9
2023-12-08 08:00:00,1722,7993,,3608,11.4,1,-0.8,88.2,997.2
2023-12-08 09:00:00,1770,7777,,3609,11.4,1.5,-0.4,88,997.3
2023-12-08 10:00:00,1738,7705,,3608,11.4,2.1,0.4,85,996.8
2023-12-08 11:00:00,1731,7797,,3608,11.5,3.3,0.7,84.3,996.9
2023-12-08 12:00:00,1718,7636,,3609,11.5,4.2,1.5,82.5,996.6
2023-12-08 13:00:00,1885,7636,,3608,11.4,5.2,1.6,85.8,996.4
2023-12-08 14:00:00,1752,7530,,3608,11.4,4.8,0.8,91.5,996.1
2023-12-08 15:00:00,1686,7558,,3609,11.4,4.5,0.4,94.8,995.8
2023-12-08 16:00:00,1705,7581,,3620,11.4,4.2,0.3,96.8,996.1
2023-12-08 17:00:00,1727,7641,,3608,11.4,3.9,0.4,98.3,996.3
2023-12-08 18:00:00,1771,7907,,3608,11.4,3.8,0.9,96.3,996.2
2023-12-08 19:00:00,1739,7798,,3609,11.4,3.8,1.2,94.6,996.3
2023-12-08 20:00:00,1698,7706,,3608,11.4,4,1.5,94.2,996.7
2023-12-08 21:00:00,1659,7715,,3608,11.4,4.2,2,93.3,997.1
2023-12-08 22:00:00,1638,7605,,3609,11.4,4.5,2.5,92.9,997.4
2023-12-08 23:00:00,1647,7627,,3619,11.4,4.8,3.1,90.9,997.9
2023-12-09 00:00:00,1748,7566,,3608,11.4,5.2,3.2,90,998.2
2023-12-09 01:00:00,1695,7569,,3609,11.3,5.5,3.2,90.7,998.6
2023-12-09 02:00:00,1633,7586,,3609,11.3,5.7,3.4,91.3,998.5
2023-12-09 03:00:00,1687,7788,,3608,11.4,5.9,3.3,92.5,998.8
2023-12-09 04:00:00,1704,7537,,3608,11.4,5.9,3.3,93.4,998.8
2023-12-09 05:00:00,1727,7594,,3609,11.3,5.9,3.8,91.4,998.9
2023-12-09 06:00:00,1715,7556,,3609,11.3,6.1,3.5,92.8,999
2023-12-09 07:00:00,1718,7898,,3609,11.3,6.2,3.8,91.7,998.5
2023-12-09 08:00:00,1726,7504,,3609,11.3,6.3,4.2,90.4,998.4
2023-12-09 09:00:00,1742,7743,,3608,11.3,6.4,4.5,89.4,998.6
2023-12-09 10:00:00,1770,7654,,3609,11.5,7.1,5.2,87.2,998.4
2023-12-09 11:00:00,1692,7304,,3608,12,8.7,6.3,83,998.2
2023-12-09 12:00:00,1729,7541,,3609,11.9,11.8,7.4,80.8,997.6
2023-12-09 13:00:00,1690,7709,,3608,11.8,12.5,7.5,80.2,996.6
2023-12-09 14:00:00,1741,7632,,3608,11.8,12.6,6.8,81.4,995.4
2023-12-09 15:00:00,1800,7541,,3608,11.6,11.7,5.9,84.9,994.5
2023-12-09 16:00:00,1750,7681,,3608,11.6,9.7,5.4,85.6,993.3
2023-12-09 17:00:00,1791,7592,,3609,11.6,8.6,4.5,89.2,992.2
2023-12-09 18:00:00,1769,7722,,3609,11.6,7.7,4.3,88.1,991
2023-12-09 19:00:00,1876,7787,,3608,11.5,7.3,3.8,88.1,989.4
2023-12-09 20:00:00,1874,7762,,3609,11.5,7,3.9,87.6,987.6
2023-12-09 21:00:00,1835,7586,,3608,11.5,6.9,3.7,93.6,986.5
2023-12-09 22:00:00,1813,7979,,3609,11.5,6.7,4.3,94.7,985.5
2023-12-09 23:00:00,1850,7615,,3609,11.5,6.7,4.1,94.4,984.4
2023-12-10 00:00:00,1807,7805,,3609,11.5,6.8,4.1,96.5,984
2023-12-10 01:00:00,1828,7793,,3619,11.5,6.7,3.9,97.4,984
2023-12-10 02:00:00,1854,7716,,3608,11.4,6.7,3.9,97.6,983.8
2023-12-10 03:00:00,1819,7715,,3609,11.4,6.7,4.5,96.7,984.5
2023-12-10 04:00:00,1926,7510,,3608,11.4,6.8,6,94.9,985
2023-12-10 05:00:00,1807,7812,,3609,11.4,7.3,7.3,91.4,986
2023-12-10 06:00:00,1792,7712,,3608,11.4,8.1,7.1,90.6,987.4
2023-12-10 07:00:00,1816,7905,,3609,11.4,8.2,6.5,90.4,988.2
2023-12-10 08:00:00,1830,7681,,3608,11.4,8,6.3,90,989
2023-12-10 09:00:00,1783,7823,,3609,11.4,8.2,7.4,84.8,989.6
2023-12-10 10:00:00,1757,7457,,3608,11.3,9.2,7.2,89.4,989.9
2023-12-10 11:00:00,1857,7549,,3609,11.4,9.2,7.5,88.3,990.5
2023-12-10 12:00:00,1783,7838,,3609,11.4,9.6,8.2,82.1,990.4
2023-12-10 13:00:00,1792,7933,,3608,11.3,10,8.8,79.6,990.6
2023-12-10 14:00:00,1742,7577,,3608,11.3,10.7,8.6,79.7,990.6
2023-12-10 15:00:00,1726,7805,,3609,11.4,10.7,8.6,78.2,991.3
2023-12-10 16:00:00,1788,7921,,3609,11.3,10.7,9,70.5,991.8
2023-12-10 17:00:00,1825,7777,,3608,11.3,10.7,9,68,992
2023-12-10 18:00:00,1739,7612,,3609,11.3,10.7,8.2,72.2,992
2023-12-10 19:00:00,1772,7656,,3608,11.3,10.2,6.9,77.8,991.4
2023-12-10 20:00:00,1897,7910,,3607,11.3,9.3,6.4,81.5,990.7
2023-12-10 21:00:00,1818,7679,,3610,11.3,8.6,7.3,80,990
2023-12-10 22:00:00,1786,7752,,3609,11.3,9,8.5,77.5,988.8
2023-12-10 23:00:00,1847,7613,,3608,11.3,9.6,7.2,90.5,987.7
2023-12-11 00:00:00,1773,7575,,3609,11.3,9.5,6.8,91.2,986.4
2023-12-11 01:00:00,1863,7700,,3608,11.3,9.3,7.4,86.6,985.3
2023-12-11 02:00:00,1873,7695,,3608,11.3,9.3,8.1,83.2,984.9
2023-12-11 03:00:00,1791,7627,,3608,11.3,9.6,8.6,80.8,984.8
2023-12-11 04:00:00,1844,7865,,3609,11.2,9.5,8.6,80.8,984.8
2023-12-11 05:00:00,1894,7637,,3609,11.3,9.7,8.8,79.2,985.3
2023-12-11 06:00:00,1822,7966,,3609,11.3,9.9,8.6,77.3,985.4
2023-12-11 07:00:00,1816,7991,,3608,11.3,9.9,7.6,82.1,985.8
2023-12-11 08:00:00,1818,7630,,3608,11.2,9.7,7.9,81.4,985.8
2023-12-11 09:00:00,1827,7883,,1304,11.2,10.8,9.1,77.5,984.9
2023-12-11 10:00:00,1726,7628,,133,11.2,11.2,9.3,76.8,984.8
2023-12-11 11:00:00,1794,7840,,3616,11.2,11.3,9.9,76.3,984.8
2023-12-11 12:00:00,1870,7910,,3611,11.3,11.7,10.8,71,984.5
2023-12-11 13:00:00,1796,7760,,3609,11.2,13,11.4,68.1,984.4
2023-12-11 14:00:00,1863,7750,,3608,11.2,13.1,11.3,69.9,984
2023-12-11 15:00:00,1865,7815,,3608,11.2,13.2,11.2,69.4,983.6
2023-12-11 16:00:00,1866,7553,,3610,11.2,13.2,10.8,71.8,983.7
2023-12-11 17:00:00,1907,7812,,3608,11.2,13,10.3,74.1,984.2
2023-12-11 18:00:00,1812,7931,,3606,11.2,12.7,9.9,77.1,984.8
2023-12-11 19:00:00,1902,7608,,3611,11.2,12.4,9.7,70.2,985.8
2023-12-11 20:00:00,1817,8044,,3608,11.1,12,9.3,70.1,987
2023-12-11 21:00:00,1841,7843,,3609,11.1,11.6,8.9,69.2,987.6
2023-12-11 22:00:00,1843,7715,,3609,11.2,11.2,8.6,71.6,989
2023-12-11 23:00:00,1738,7719,,3608,11.1,11,8.2,73.2,990.2
2023-12-12 00:00:00,1800,7906,,3609,11.2,10.7,7.4,78.7,990.8
2023-12-12 01:00:00,1848,7754,,3619,11.1,10.1,7,83.2,992
2023-12-12 02:00:00,1789,7815,,3609,11.1,9.2,6.7,86.5,991.9
2023-12-12 03:00:00,1723,7868,,3608,11.2,8.8,6.5,87.2,992.6
2023-12-12 04:00:00,1791,7403,,3607,11.1,8.5,6.6,87.5,992.8
2023-12-12 05:00:00,1741,7922,,3610,11.1,8.6,6.3,89.2,993.2
2023-12-12 06:00:00,1732,7846,,3608,11.1,8.4,6.1,91.2,993
2023-12-12 07:00:00,1847,7824,,3609,11.1,8.2,6.7,88.4,993.1
2023-12-12 08:00:00,1698,7807,,3608,11.1,8.4,6.9,88.5,993.5
2023-12-12 09:00:00,1738,7903,,3608,11.1,8.6,7,91.3,993.6
2023-12-12 10:00:00,1785,7487,,3608,11.1,9.2,7.4,89.4,993.6
2023-12-12 11:00:00,1793,7524,,3609,11.1,9.8,8.2,83.1,993.6
2023-12-12 12:00:00,1783,7808,,3609,11.2,10.9,8.8,76.4,993.6
2023-12-12 13:00:00,1780,7744,,3609,11.1,11.9,9.2,74,992.7
2023-12-12 14:00:00,1785,7437,,3608,11.1,12.1,9.3,72.6,992.2
2023-12-12 15:00:00,1747,7547,,3609,11.3,12.5,10,67.9,991.8
2023-12-12 16:00:00,1855,7395,,3609,11.1,13.9,8.1,77.4,991.4
2023-12-12 17:00:00,1755,7811,,3608,11.1,11.2,7.8,77.6,990.9
2023-12-12 18:00:00,1763,7562,,3609,11.1,10.7,7.4,82.7,990.3
2023-12-12 19:00:00,1809,7715,,3608,11.1,10.3,7.3,84.4,989.3
2023-12-12 20:00:00,1838,7794,,3608,11.1,10.1,7.4,83.2,988.7
2023-12-12 21:00:00,1901,7644,,3608,11,10,7.3,83.2,988.4
2023-12-12 22:00:00,1880,7564,,3609,11.1,9.9,7.3,82.6,987.4
2023-12-12 23:00:00,1796,7886,,3609,11.1,9.7,6.6,89.5,987.1
2023-12-13 00:00:00,1875,8048,,3608,11,9.3,6.6,93.7,986.4
2023-12-13 01:00:00,1893,7744,,3609,11,9.3,6.4,97.6,985.6
2023-12-13 02:00:00,1832,7952,,3608,11,9.1,7,97,984.8
2023-12-13 03:00:00,1797,8093,,3609,11,9.2,7.2,96.7,984.3
2023-12-13 04:00:00,1807,7824,,3609,11,9.4,7.1,97.8,984.1
2023-12-13 05:00:00,1856,7829,,3608,11,9.4,7,98.4,983.7
2023-12-13 06:00:00,1824,7828,,3608,11,9.4,7.4,97.4,983.6
2023-12-13 07:00:00,1899,8041,,3609,11,9.3,8,92.7,983.5
2023-12-13 08:00:00,1851,8036,,3608,11,9.6,7.6,93.7,983.5
2023-12-13 09:00:00,1786,8143,,3609,11,9.5,8.1,90.6,983.8
2023-12-13 10:00:00,1838,7745,,3609,11,10,8.5,88.1,983.9
2023-12-13 11:00:00,1893,7724,,3608,11.1,10.5,8.9,87,984.3
2023-12-13 12:00:00,1753,7897,,3609,11.2,11.9,9.7,84.3,984.2
2023-12-13 13:00:00,1850,7977,,3608,11.1,12.9,9.7,84.9,984.2
2023-12-13 14:00:00,1864,7563,,3609,11,12.3,9.8,84.4,984.2
2023-12-13 15:00:00,1803,7446,,3609,11,12.4,9.9,83.1,984.3
2023-12-13 16:00:00,1849,7531,,3609,11,12.3,9.2,86.5,984.4
2023-12-13 17:00:00,1884,7954,,3607,11,11.6,7.3,94.7,984.8
2023-12-13 18:00:00,1800,7796,,3620,11,10.5,6.2,98.1,985
2023-12-13 19:00:00,1834,7615,,3608,10.9,9.5,6.9,96.9,985.3
2023-12-13 20:00:00,1805,7593,,3608,10.9,9.4,6.8,97.5,986
2023-12-13 21:00:00,1873,7936,,3609,10.9,9.3,6.9,98.1,986.3
2023-12-13 22:00:00,1804,7411,,3608,10.9,9.3,7,97.9,987.2
2023-12-13 23:00:00,,,,,,,,,
2023-12-14 00:00:00,,,,,,,,,
2023-12-14 01:00:00,,,,,,,,,
2023-12-14 02:00:00,,,,,,,,,
2023-12-14 03:00:00,,,,,,,,,
2023-12-14 04:00:00,,,,,,,,,
2023-12-14 05:00:00,,,,,,,,,
2023-12-14 06:00:00,,,,,,,,,
2023-12-14 07:00:00,,,,,,,,,
2023-12-14 08:00:00,,,,,,,,,
2023-12-14 09:00:00,,,,,,,,,
2023-12-14 10:00:00,,,,,,,,,
2023-12-14 11:00:00,,,,,,,,,
2023-12-14 12:00:00,,,,,,,,,
2023-12-14 13:00:00,,,,,,,,,
2023-12-14 14:00:00,,,,,,,,,
2023-12-14 15:00:00,,,,,,,,,
2023-12-14 16:00:00,,,,,,,,,
2023-12-14 17:00:00,,,,,,,,,
2023-12-14 18:00:00,,,,,,,,,
2023-12-14 19:00:00,,,,,,,,,
2023-12-14 20:00:00,,,,,,,,,
2023-12-14 21:00:00,,,,,,,,,
2023-12-14 22:00:00,,,,,,,,,
2023-12-14 23:00:00,,,,,,,,,
2023-12-15 00:00:00,,,,,,,,,
2023-12-15 01:00:00,,,,,,,,,
2023-12-15 02:00:00,,,,,,,,,
2023-12-15 03:00:00,,,,,,,,,
2023-12-15 04:00:00,,,,,,,,,
2023-12-15 05:00:00,,,,,,,,,
2023-12-15 06:00:00,,,,,,,,,
2023-12-15 07:00:00,,,,,,,,,
2023-12-15 08:00:00,,,,,,,,,
2023-12-15 09:00:00,,,,,,,,,
2023-12-15 10:00:00,,,,,,,,,
2023-12-15 11:00:00,,,,,,,,,
2023-12-15 12:00:00,,,,,,,,,
2023-12-15 13:00:00,,,,,,,,,
2023-12-15 14:00:00,,,,,,,,,
2023-12-15 15:00:00,,,,,,,,,
2023-12-15 16:00:00,,,,,,,,,
2023-12-15 17:00:00,,,,,,,,,
2023-12-15 18:00:00,,,,,,,,,
2023-12-15 19:00:00,,,,,,,,,
2023-12-15 20:00:00,,,,,,,,,
2023-12-15 21:00:00,,,,,,,,,
2023-12-15 22:00:00,,,,,,,,,
2023-12-15 23:00:00,,,,,,,,,
2023-12-16 00:00:00,,,,,,,,,
2023-12-16 01:00:00,,,,,,,,,
2023-12-16 02:00:00,,,,,,,,,
2023-12-16 03:00:00,,,,,,,,,
2023-12-16 04:00:00,,,,,,,,,
2023-12-16 05:00:00,,,,,,,,,
2023-12-16 06:00:00,,,,,,,,,
2023-12-16 07:00:00,,,,,,,,,
2023-12-16 08:00:00,,,,,,,,,
2023-12-16 09:00:00,,,,,,,,,
2023-12-16 10:00:00,,,,,,,,,
2023-12-16 12:00:00,1424,7010,,3606,11.4,11,8.3,71.3,1023.3
2023-12-16 13:00:00,1406,7008,,3611,11.2,12.4,8.1,70.3,1022.6
2023-12-16 14:00:00,,,,,,,,,
2023-12-16 15:00:00,1486,7298,,3608,11.2,11.6,7.5,73.3,1021.1
2023-12-16 16:00:00,1394,7231,,3609,11.1,10.4,7.5,74.5,1021
2023-12-16 17:00:00,1412,7086,,3609,11.1,10,7.4,74.7,1020.8
2023-12-16 18:00:00,1426,7161,,3608,11,10,7.3,74.9,1020.7
2023-12-16 19:00:00,1380,7178,,3608,11.1,9.9,7.2,76.2,1021.2
2023-12-16 20:00:00,1413,7333,,3609,11,9.8,6.9,78,1021.2
2023-12-16 21:00:00,1451,7289,,3609,11,9.3,7.2,79.6,1021.1
2023-12-16 22:00:00,1425,7550,,3609,11,9.5,7.4,81.2,1021
2023-12-16 23:00:00,1434,7280,,3608,11,9.6,7.4,82.8,1021.1
2023-12-17 00:00:00,1438,7053,,3608,10.9,9.7,7.4,83.3,1021.2
2023-12-17 01:00:00,,,,,,,,,
2023-12-17 02:00:00,,,,,,,,,
2023-12-17 03:00:00,,,,,,,,,
2023-12-17 04:00:00,,,,,,,,,
2023-12-17 05:00:00,,,,,,,,,
2023-12-17 06:00:00,,,,,,,,,
2023-12-17 07:00:00,,,,,,,,,
2023-12-17 08:00:00,,,,,,,,,
2023-12-17 09:00:00,,,,,,,,,
2023-12-17 11:00:00,1401,7353,,3609,11.7,10.4,6.9,83.6,1020.8
2023-12-17 12:00:00,1431,7017,,3608,11.5,12.6,7.2,81.3,1020.6
2023-12-17 13:00:00,1479,7180,,3609,11.5,12.7,7.6,78.9,1019.9
2023-12-17 14:00:00,1414,7132,,3608,11.5,12.9,7.7,79.8,1019.4
2023-12-17 15:00:00,1474,7323,,3608,11.3,13.1,7.4,82.1,1018.4
2023-12-17 16:00:00,1472,7296,,3608,11.3,11,6.9,85.1,1018.1
2023-12-17 17:00:00,1456,7071,,3609,11.2,9.9,6.4,87.4,1018
2023-12-17 18:00:00,1535,6985,,3609,11.2,9.1,6.2,89,1018
2023-12-17 19:00:00,1531,7255,,3608,11.1,8.6,6.6,87.6,1018.1
2023-12-17 20:00:00,1575,7236,,3620,11.1,8.5,5.6,89.6,1018.1
2023-12-17 21:00:00,1490,7177,,3608,11.1,8,5.6,89.1,1018.1
2023-12-17 22:00:00,1451,7257,,3608,11.1,7.7,5.9,85.3,1017.8
2023-12-17 23:00:00,1426,7239,,3609,11.1,7.5,5.2,86.2,1017.6
2023-12-18 00:00:00,1469,7353,,3609,11.1,7.4,4.8,87.8,1017.7
2023-12-18 01:00:00,1474,7080,,3608,11,7,5,87.4,1017.2
2023-12-18 02:00:00,1419,7081,,3608,11,6.8,4.9,87.4,1016.5
2023-12-18 03:00:00,1499,7276,,3608,11,6.8,4.5,88.7,1015.4
2023-12-18 04:00:00,1484,7250,,3619,11,6.6,4.3,90.4,1015.3
2023-12-18 05:00:00,1444,7046,,3608,11,6.1,4.6,91.1,1015.1
2023-12-18 06:00:00,1466,7158,,3609,11,5.9,4.7,89.9,1015
2023-12-18 07:00:00,,,,,,,,,
2023-12-18 08:00:00,1524,7401,,3608,10.9,6.4,4.6,88.4,1015.3
2023-12-18 09:00:00,1503,7200,,3609,10.9,6.4,5,88.2,1015.9
2023-12-18 10:00:00,1558,7347,,3608,11.1,6.8,5.9,85.9,1015.8
2023-12-18 11:00:00,1418,7163,,3609,11.9,8.9,7,80.8,1015.8
2023-12-18 12:00:00,1505,7064,,3608,11.7,12.6,7.7,75.2,1015.4
2023-12-18 13:00:00,1552,7224,,3609,11.6,13,9.2,67,1014.8
2023-12-18 14:00:00,1524,7259,,3609,11.7,14.2,9.5,62.7,1014.2
2023-12-18 15:00:00,1497,7196,,3608,11.3,15,9.1,55.8,1013.6
2023-12-18 16:00:00,1524,7047,,3609,11.3,12.6,8,60.8,1013.2
2023-12-18 17:00:00,1624,7198,,3608,11.3,10.8,7.5,62.4,1012.9
2023-12-18 18:00:00,1587,7213,,3608,11.2,9.9,6.2,68.7,1012.5
2023-12-18 19:00:00,1560,7462,,3609,11.2,8.9,4.9,76.2,1012.2
2023-12-18 20:00:00,1494,7264,,3608,11.2,7.6,4.9,70.1,1011.5
2023-12-18 21:00:00,1545,7210,,3608,11.2,7,4.9,67.6,1011.6
2023-12-18 22:00:00,1494,7288,,3609,11.2,6.9,5.4,65.4,1011.1
2023-12-18 23:00:00,1557,7457,,3608,11.2,7.2,5.5,65.7,1010.2
2023-12-19 00:00:00,,,,,,,,,
2023-12-19 01:00:00,1572,6999,,3608,11.1,7.7,6.3,62.9,1009
2023-12-19 02:00:00,1519,7356,,3609,11.1,8,5.9,61.9,1008.7
2023-12-19 03:00:00,1598,7279,,3608,11.1,7.6,6.1,59,1009
2023-12-19 04:00:00,1546,7413,,3609,11.1,7.6,6.2,58.7,1008.5
2023-12-19 05:00:00,1665,7396,,3609,11.1,8,6,62.2,1007.9
2023-12-19 06:00:00,1573,7415,,3609,11.1,8.3,6.1,61.4,1007.6
2023-12-19 07:00:00,1617,7299,,3608,11.1,8.6,6.1,62.8,1007.2
2023-12-19 08:00:00,1599,7403,,3608,11.1,8.7,6.2,61.7,1007
2023-12-19 09:00:00,1621,7363,,3609,11,8.8,6.9,57.3,1006
2023-12-19 10:00:00,1587,7452,,3609,11.1,9.4,6.8,60.2,1005.9
2023-12-19 11:00:00,1712,7451,,3608,11,9.7,7.1,58.9,1005.1
2023-12-19 12:00:00,1668,7899,,145.333333333333,12.2,10.3,7.2,59.1,1003.5
2023-12-19 13:00:00,1651,7171,,3609,12.2,10.6,7.7,63.6,1003.6
2023-12-19 14:00:00,1705,7054,,3608,12.2,10.9,8,70.7,1002.5
2023-12-19 15:00:00,1709,7624,,3609,12.2,10.9,8.1,74.3,1001.7
2023-12-19 16:00:00,1676,7296,,3609,12.2,10.7,7.9,83.5,1001.4
2023-12-19 17:00:00,1631,7477,,3608,12.1,10.4,6.6,89.8,1000.6
2023-12-19 18:00:00,1674,7418,,3609,12.1,9.9,6.6,89.4,1000.2
2023-12-19 19:00:00,1622,7552,,3608,12.1,9.6,6.4,88.5,999.8
2023-12-19 20:00:00,1625,7023,,3606,12.1,9.3,6,90.2,999
2023-12-19 21:00:00,1650,7563,,3611,12.2,9,5.7,93,998.6
2023-12-19 22:00:00,1630,7434,,3608,12.1,8.7,5.6,93.1,998.3
2023-12-19 23:00:00,1657,7564,,3609,12.1,8.5,5.4,94.3,998.1
2023-12-20 00:00:00,1652,7179,,3608,12.1,8.3,5.2,94.9,998
2023-12-20 01:00:00,1625,7311,,3608,12.1,8.1,5.2,95.3,997.7
2023-12-20 02:00:00,1668,7426,,3609,12.1,8,5,95.1,997.2
2023-12-20 03:00:00,1664,7702,,3608,12.1,7.8,5,94.5,996.9
2023-12-20 04:00:00,1717,7815,,3608,12.1,7.7,5,95.4,996.5
2023-12-20 05:00:00,1695,7235,,3609,12.1,7.7,5,96.2,996.1
2023-12-20 06:00:00,1625,7736,,3609,12.1,7.6,5.3,94.7,996.2
2023-12-20 07:00:00,1720,7503,,3608,12,7.7,5.4,94.4,996.3
2023-12-20 08:00:00,1688,7765,,3608,12.1,7.7,5.2,91.2,996.9
2023-12-20 09:00:00,1666,7791,,3609,12,7.3,5.5,82.8,996.6
2023-12-20 10:00:00,1694,7824,,3609,12.2,7.7,6,81.9,996.8
2023-12-20 11:00:00,1680,7576,,3609,12.3,9.4,6.5,77.2,996.9
2023-12-20 12:00:00,1731,7500,,3608,12.6,9.6,7.4,72.1,996.4
2023-12-20 13:00:00,1736,7524,,3609,12.3,12.1,7.2,72.5,995.9
2023-12-20 14:00:00,1729,7381,,3608,12.4,10.9,7.6,71,994.8
2023-12-20 15:00:00,1755,7849,,3609,12.4,12,7.3,72,994.3
2023-12-20 16:00:00,1741,7681,,3608,12.2,10.9,7,75.3,994.1
2023-12-20 17:00:00,1821,7440,,3609,12.2,9.8,6.9,76.6,994.1
2023-12-20 18:00:00,1681,7649,,3609,12.2,9.5,5.4,91.4,994.5
2023-12-20 19:00:00,1797,7633,,3608,12.1,8.9,5.1,92.7,994.8
2023-12-20 20:00:00,1770,7649,,3608,12.1,8.3,5.6,90.1,994.7
2023-12-20 21:00:00,1767,7666,,3609,12.1,8.2,6.3,84.2,994.1
2023-12-20 22:00:00,1721,7547,,3609,12.1,8.3,6.8,80.9,993.4
2023-12-20 23:00:00,1727,8018,,3608,12.1,8.5,6.9,79.1,992.9
2023-12-21 00:00:00,1783,7603,,3609,12,8.7,6.9,79.9,991.2
2023-12-21 01:00:00,1824,7613,,3609,12,8.8,6.9,80,990.3
2023-12-21 02:00:00,1853,8017,,3608,12.1,8.9,7.1,80.9,989
2023-12-21 03:00:00,1757,7697,,3609,12.1,9,7.7,80.5,988.2
2023-12-21 04:00:00,1814,7640,,3608,12,9.3,7.7,81.7,987.4
2023-12-21 05:00:00,1857,7750,,3609,12.1,9.5,8.2,80,986.4
2023-12-21 06:00:00,1844,7901,,3611,12,9.9,8.3,81,985.5
2023-12-21 07:00:00,1781,7722,,3606,12,10.1,8.4,81.8,984.9
2023-12-21 08:00:00,1786,8051,,3608,12,10.2,8.2,84.5,984.4
2023-12-21 09:00:00,1848,8076,,3609,12,10.3,8.3,84.9,983.3
2023-12-21 10:00:00,1980,8162,,3609,12,10.5,8.8,81,981.5
2023-12-21 11:00:00,1990,7899,,3609,12,10.8,8.9,81.1,979.4
2023-12-21 12:00:00,2036,7715,,3608,12,11,8.7,86.4,978
2023-12-21 13:00:00,2072,7917,,3609,12,10.9,9.8,80.4,976.1
2023-12-21 14:00:00,1967,8151,,3608,12,11.4,10.2,78.4,974.1
2023-12-21 15:00:00,1962,8064,,3609,12,11.8,10.2,80.1,972.6
2023-12-21 16:00:00,2118,7899,,3608,12,12,10.5,80.3,971.2
2023-12-21 17:00:00,1948,7920,,3608,12,12.1,7.1,90.9,971
2023-12-21 18:00:00,1984,8029,,3609,12,10.9,5.2,88.2,972.3
2023-12-21 19:00:00,2025,8085,,3608,12,9.4,5.9,81.7,973.2
2023-12-21 20:00:00,1999,7952,,3609,12,8.7,6.6,70.7,972.9
2023-12-21 21:00:00,2032,7817,,3609,12,8.7,5.1,79.6,973.8
2023-12-21 22:00:00,2005,7910,,3609,12,7.9,5.3,78.9,974.5
2023-12-21 23:00:00,2002,8073,,3608,11.9,7.9,5.2,77.7,975.5
2023-12-22 00:00:00,1991,8123,,3608,11.9,7.7,4.9,77.6,975.9
2023-12-22 01:00:00,1979,7752,,3609,11.9,7.3,4.9,76.3,976.7
2023-12-22 02:00:00,1970,8044,,3608,11.9,7.2,4.8,77.6,977.2
2023-12-22 03:00:00,1971,7961,,3608,11.9,7.3,4.9,74.3,978
2023-12-22 04:00:00,1978,7810,,3608,11.9,7.3,4.4,77,978
2023-12-22 05:00:00,1901,7828,,3609,11.9,7,4.2,80.4,977.8
2023-12-22 06:00:00,1965,7972,,3608,11.9,6.9,3.8,81.9,978.1
2023-12-22 07:00:00,2001,8086,,3608,11.9,6.5,4.3,74.8,977.8
2023-12-22 08:00:00,1967,7912,,3608,11.9,6.6,3.3,85.5,978
2023-12-22 09:00:00,1941,7987,,3609,11.9,6.3,4.1,79.7,979
2023-12-22 10:00:00,2015,7890,,3609,11.9,6.5,4.4,73.8,979.9
2023-12-22 11:00:00,2019,8038,,3608,12.3,7,2.6,90,980.5
2023-12-22 12:00:00,1970,8234,,3608,12.3,8,5.3,74.6,980.9
2023-12-22 13:00:00,1966,8125,,3609,12.1,8.5,4.5,78.1,980.2
2023-12-22 14:00:00,2014,8180,,3608,12,7.7,1.2,97.3,980.2
2023-12-22 15:00:00,1935,8138,,3609,12,5.9,2.6,96.2,980.4
2023-12-22 16:00:00,1902,8239,,3608,12,6,4.1,94.2,980.1
2023-12-22 17:00:00,1987,8115,,3608,11.9,6.1,4.8,82.2,980.1
2023-12-22 18:00:00,1947,8057,,3608,11.9,6.4,1.6,95.5,979.7
2023-12-22 19:00:00,1820,7926,,3609,11.9,5.8,0.4,97.9,980.4
2023-12-22 20:00:00,1905,8120,,3609,11.9,4.8,0.9,97.6,980.8
2023-12-22 21:00:00,1842,8091,,3608,11.9,4.4,1.1,97.1,981
2023-12-22 22:00:00,1870,7941,,3609,11.9,4.3,2.3,94.8,981.7
2023-12-22 23:00:00,1905,8025,,3609,11.9,4.6,2.4,93.4,982.2
2023-12-23 00:00:00,1841,8065,,3608,11.9,4.8,3.9,88.6,982.6
2023-12-23 01:00:00,1813,7821,,3609,11.8,5.2,4.4,77.2,983.7
2023-12-23 02:00:00,1883,8066,,3608,11.9,5.5,2.2,84.5,983.6
2023-12-23 03:00:00,1889,7835,,3619,11.9,5.1,2,88.1,986
2023-12-23 04:00:00,1928,7997,,3609,11.9,4.8,2.6,78.9,986.9
2023-12-23 05:00:00,1840,7926,,3609,11.8,4.8,2.7,82.1,988.3
2023-12-23 06:00:00,1857,7900,,3608,11.9,4.9,2.6,82.7,988.5
2023-12-23 07:00:00,1799,7744,,3608,11.8,5,3.2,85.2,988.1
2023-12-23 08:00:00,1833,8177,,3609,11.8,5.4,2.3,95.2,987.8
2023-12-23 09:00:00,1802,7997,,3608,11.8,5.3,2.6,96,987.2
2023-12-23 10:00:00,1818,7743,,3609,11.8,5.5,3.3,94.3,986.3
2023-12-23 11:00:00,1855,8104,,3609,11.8,5.9,3.1,94.8,985.6
2023-12-23 12:00:00,1843,8096,,3608,11.8,6,2.5,94.4,985.3
